id,count
894,36.0
895,32.0
896,30.0
897,14.0
898,18.0
899,17.0
900,26.0
901,13.0
902,22.0
903,23.0
904,15.0
905,18.0
906,16.0
907,36.0
908,24.0
909,21.0
910,30.0
911,14.0
912,18.0
913,17.0
914,26.0
915,13.0
916,22.0
917,23.0
918,15.0
919,18.0
920,16.0
921,36.0
922,24.0
923,21.0
924,11.0
925,13.0
926,10.0
927,23.0
928,15.0
929,13.0
930,15.0
931,8.0
932,17.0
933,8.0
934,14.0
935,13.0
936,16.0
937,22.0
938,17.0
939,8.0
940,14.0
941,13.0
942,16.0
943,22.0
944,4.0
945,10.0
946,10.0
947,11.0
948,7.0
949,10.0
950,16.0
951,9.0
952,10.0
953,23.0
954,15.0
955,13.0
956,15.0
957,8.0
958,17.0
959,8.0
960,14.0
961,13.0
962,16.0
963,22.0
964,4.0
965,10.0
966,8.0
967,14.0
968,13.0
969,16.0
970,22.0
971,4.0
972,10.0
973,10.0
974,11.0
975,7.0
976,10.0
977,16.0
978,9.0
979,5.0
980,10.0
981,9.0
982,21.0
983,8.0
984,11.0
985,6.0
986,12.0
987,12.0
988,13.0
989,11.0
990,11.0
991,15.0
992,12.0
993,12.0
994,6.0
995,12.0
996,22.0
997,12.0
998,10.0
999,19.0
1000,21.0
1001,14.0
1002,16.0
1003,14.0
1004,5.0
1005,15.0
1006,22.0
1007,18.0
1008,9.0
1009,19.0
1010,19.0
1011,18.0
1012,13.0
1013,13.0
1014,20.0
1015,13.0
1016,22.0
1017,23.0
1018,22.0
1019,23.0
1020,16.0
1021,25.0
1022,26.0
1023,20.0
1024,17.0
1025,25.0
1026,26.0
1027,20.0
1028,23.0
1029,17.0
1030,31.0
1031,26.0
1032,20.0
1033,26.0
1034,21.0
1035,24.0
1036,21.0
1037,28.0
1038,30.0
1039,22.0
1040,28.0
1041,21.0
1042,13.0
1043,17.0
1044,34.0
1045,32.0
1046,22.0
1047,28.0
1048,19.0
1049,18.0
1050,20.0
1051,24.0
1052,21.0
1053,22.0
1054,17.0
1055,22.0
1056,31.0
1057,22.0
1058,21.0
1059,21.0
1060,23.0
1061,18.0
1062,21.0
1063,19.0
1064,29.0
1065,22.0
1066,13.0
1067,11.0
1068,9.0
1069,19.0
1070,19.0
1071,18.0
1072,13.0
1073,13.0
1074,20.0
1075,13.0
1076,22.0
1077,23.0
1078,27.0
1079,17.0
1080,16.0
1081,22.0
1082,20.0
1083,24.0
1084,21.0
1085,22.0
1086,17.0
1087,22.0
1088,31.0
1089,22.0
1090,21.0
1091,21.0
1092,58.0
1093,45.0
1094,44.0
1095,34.0
1096,52.0
1097,50.0
1098,43.0
1099,58.0
1100,53.0
1101,45.0
1102,32.0
1103,45.0
1104,40.0
1105,44.0
1106,43.0
1107,58.0
1108,45.0
1109,44.0
1110,34.0
1111,52.0
1112,50.0
1113,43.0
1114,58.0
1115,53.0
1116,45.0
1117,32.0
1118,45.0
1119,40.0
1120,58.0
1121,45.0
1122,44.0
1123,34.0
1124,52.0
1125,50.0
1126,43.0
1127,58.0
1128,53.0
1129,45.0
1130,32.0
1131,45.0
1132,40.0
1133,44.0
1134,58.0
1135,45.0
1136,44.0
1137,34.0
1138,52.0
1139,50.0
1140,43.0
1141,58.0
1142,53.0
1143,45.0
1144,32.0
1145,45.0
1146,40.0
1147,44.0
1148,43.0
1149,58.0
1150,45.0
1151,44.0
1152,34.0
1153,52.0
1154,50.0
1155,43.0
1156,58.0
1157,53.0
1158,45.0
1159,32.0
1160,45.0
1161,40.0
1162,171.0
1163,126.0
1164,114.0
1165,146.0
1166,132.0
1167,107.0
1168,134.0
1169,128.0
1170,124.0
1171,142.0
1172,142.0
1173,153.0
1174,148.0
1175,146.0
1176,15.0
1177,14.0
1178,17.0
1179,20.0
1180,17.0
1181,22.0
1182,16.0
1183,18.0
1184,16.0
1185,19.0
1186,19.0
1187,13.0
1188,16.0
1189,9.0
1190,20.0
1191,21.0
1192,25.0
1193,27.0
1194,27.0
1195,26.0
1196,29.0
1197,30.0
1198,17.0
1199,31.0
1200,30.0
1201,32.0
1202,31.0
1203,35.0
1204,31.0
1205,20.0
1206,22.0
1207,19.0
1208,19.0
1209,14.0
1210,12.0
1211,15.0
1212,7.0
1213,10.0
1214,15.0
1215,14.0
1216,20.0
1217,16.0
1218,22.0
1219,18.0
1220,15.0
1221,15.0
1222,14.0
1223,14.0
1224,19.0
1225,23.0
1226,16.0
1227,14.0
1228,20.0
1229,22.0
1230,17.0
1231,18.0
1232,20.0
1233,17.0
1234,22.0
1235,16.0
1236,18.0
1237,16.0
1238,19.0
1239,19.0
1240,13.0
1241,16.0
1242,9.0
1243,13.0
1244,17.0
1245,18.0
1246,17.0
1247,20.0
1248,17.0
1249,22.0
1250,16.0
1251,18.0
1252,16.0
1253,19.0
1254,19.0
1255,13.0
1256,16.0
1257,9.0
1258,13.0
1259,17.0
1260,7.0
1261,8.0
1262,11.0
1263,13.0
1264,9.0
1265,11.0
1266,12.0
1267,11.0
1268,12.0
1269,10.0
1270,14.0
1271,11.0
1272,13.0
1273,12.0
1274,14.0
1275,11.0
1276,13.0
1277,12.0
1278,6.0
1279,16.0
1280,7.0
1281,15.0
1282,14.0
1283,14.0
1284,11.0
1285,12.0
1286,17.0
1287,12.0
1288,14.0
1289,11.0
1290,12.0
1291,17.0
1292,12.0
1293,12.0
1294,17.0
1295,10.0
1296,10.0
1297,15.0
1298,17.0
1299,10.0
1300,10.0
1301,13.0
1302,15.0
1303,12.0
1304,14.0
1305,12.0
1306,8.0
1307,12.0
1308,10.0
1309,14.0
1310,18.0
1311,13.0
1312,9.0
1313,11.0
1314,10.0
1315,8.0
1316,11.0
1317,13.0
1318,9.0
1319,11.0
1320,12.0
1321,11.0
1322,12.0
1323,10.0
1324,14.0
1325,11.0
1326,13.0
1327,12.0
1328,6.0
1329,16.0
1330,12.0
1331,10.0
1332,14.0
1333,11.0
1334,13.0
1335,12.0
1336,6.0
1337,16.0
1338,7.0
1339,15.0
1340,14.0
1341,14.0
1342,11.0
1343,12.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,1.0
1351,2.0
1352,0.0
1353,0.0
1354,0.0
1355,2.0
1356,0.0
1357,1.0
1358,38.0
1359,34.0
1360,46.0
1361,39.0
1362,40.0
1363,42.0
1364,43.0
1365,38.0
1366,44.0
1367,64.0
1368,58.0
1369,62.0
1370,70.0
1371,89.0
1372,13.0
1373,20.0
1374,32.0
1375,29.0
1376,30.0
1377,21.0
1378,19.0
1379,10.0
1380,6.0
1381,8.0
1382,12.0
1383,19.0
1384,11.0
1385,10.0
1386,10.0
1387,7.0
1388,8.0
1389,8.0
1390,1.0
1391,8.0
1392,11.0
1393,6.0
1394,4.0
1395,4.0
1396,7.0
1397,3.0
1398,4.0
1399,7.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,1.0
1409,2.0
1410,0.0
1411,0.0
1412,0.0
1413,2.0
1414,0.0
1415,2.0
1416,0.0
1417,1.0
1418,0.0
1419,0.0
1420,1.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,1.0
1426,1.0
1427,1.0
1428,181.0
1429,180.0
1430,161.0
1431,174.0
1432,162.0
1433,155.0
1434,154.0
1435,171.0
1436,162.0
1437,156.0
1438,138.0
1439,138.0
1440,149.0
1441,154.0
1442,192.0
1443,172.0
1444,159.0
1445,215.0
1446,208.0
1447,200.0
1448,191.0
1449,243.0
1450,197.0
1451,214.0
1452,192.0
1453,213.0
1454,205.0
1455,194.0
1456,182.0
1457,189.0
1458,216.0
1459,205.0
1460,228.0
1461,230.0
1462,205.0
1463,175.0
1464,207.0
1465,226.0
1466,221.0
1467,239.0
1468,264.0
1469,249.0
1470,305.0
1471,308.0
1472,326.0
1473,369.0
1474,379.0
1475,352.0
1476,350.0
1477,371.0
1478,397.0
1479,356.0
1480,342.0
1481,356.0
1482,382.0
1483,342.0
1484,187.0
1485,151.0
1486,187.0
1487,153.0
1488,149.0
1489,154.0
1490,200.0
1491,195.0
1492,207.0
1493,157.0
1494,182.0
1495,245.0
1496,172.0
1497,175.0
1498,171.0
1499,169.0
1500,152.0
1501,187.0
1502,151.0
1503,187.0
1504,153.0
1505,149.0
1506,154.0
1507,200.0
1508,195.0
1509,207.0
1510,157.0
1511,182.0
1512,12.0
1513,9.0
1514,22.0
1515,15.0
1516,19.0
1517,17.0
1518,9.0
1519,13.0
1520,13.0
1521,19.0
1522,17.0
1523,12.0
1524,19.0
1525,10.0
1526,9.0
1527,22.0
1528,9.0
1529,28.0
1530,18.0
1531,12.0
1532,17.0
1533,14.0
1534,18.0
1535,11.0
1536,23.0
1537,16.0
1538,25.0
1539,22.0
1540,15.0
1541,32.0
1542,20.0
1543,21.0
1544,24.0
1545,26.0
1546,23.0
1547,13.0
1548,9.0
1549,17.0
1550,18.0
1551,22.0
1552,18.0
1553,13.0
1554,22.0
1555,13.0
1556,31.0
1557,17.0
1558,26.0
1559,17.0
1560,25.0
1561,22.0
1562,28.0
1563,34.0
1564,22.0
1565,28.0
1566,24.0
1567,22.0
1568,21.0
1569,23.0
1570,17.0
1571,22.0
1572,20.0
1573,14.0
1574,15.0
1575,15.0
1576,14.0
1577,20.0
1578,20.0
1579,6.0
1580,20.0
1581,12.0
1582,22.0
1583,13.0
1584,31.0
1585,17.0
1586,26.0
1587,17.0
1588,25.0
1589,22.0
1590,28.0
1591,34.0
1592,22.0
1593,28.0
1594,24.0
1595,22.0
1596,51.0
1597,53.0
1598,67.0
1599,60.0
1600,39.0
1601,37.0
1602,40.0
1603,32.0
1604,44.0
1605,58.0
1606,36.0
1607,47.0
1608,34.0
1609,48.0
1610,89.0
1611,56.0
1612,64.0
1613,48.0
1614,27.0
1615,36.0
1616,37.0
1617,37.0
1618,24.0
1619,39.0
1620,44.0
1621,34.0
1622,30.0
1623,38.0
1624,39.0
1625,21.0
1626,24.0
1627,33.0
1628,33.0
1629,40.0
1630,33.0
1631,19.0
1632,27.0
1633,22.0
1634,36.0
1635,43.0
1636,34.0
1637,28.0
1638,67.0
1639,60.0
1640,39.0
1641,37.0
1642,40.0
1643,32.0
1644,44.0
1645,58.0
1646,36.0
1647,47.0
1648,34.0
1649,48.0
1650,42.0
1651,28.0
1652,60.0
1653,50.0
1654,41.0
1655,61.0
1656,54.0
1657,72.0
1658,58.0
1659,41.0
1660,64.0
1661,53.0
1662,40.0
1663,44.0
1664,64.0
1665,51.0
1666,24.0
1667,25.0
1668,41.0
1669,28.0
1670,35.0
1671,48.0
1672,31.0
1673,28.0
1674,30.0
1675,51.0
1676,23.0
1677,40.0
1678,24.0
1679,43.0
1680,8.0
1681,9.0
1682,7.0
1683,5.0
1684,4.0
1685,4.0
1686,3.0
1687,5.0
1688,2.0
1689,7.0
1690,4.0
1691,2.0
1692,1.0
1693,3.0
1694,29.0
1695,26.0
1696,21.0
1697,23.0
1698,24.0
1699,20.0
1700,23.0
1701,30.0
1702,29.0
1703,28.0
1704,32.0
1705,29.0
1706,25.0
1707,28.0
1708,9.0
1709,6.0
1710,7.0
1711,6.0
1712,4.0
1713,2.0
1714,5.0
1715,1.0
1716,3.0
1717,6.0
1718,2.0
1719,3.0
1720,1.0
1721,4.0
1722,13.0
1723,15.0
1724,9.0
1725,10.0
1726,10.0
1727,8.0
1728,9.0
1729,8.0
1730,11.0
1731,11.0
1732,10.0
1733,8.0
1734,12.0
1735,13.0
1736,9.0
1737,8.0
1738,8.0
1739,15.0
1740,9.0
1741,6.0
1742,8.0
1743,5.0
1744,7.0
1745,11.0
1746,12.0
1747,6.0
1748,6.0
1749,4.0
1750,9.0
1751,8.0
1752,8.0
1753,15.0
1754,9.0
1755,6.0
1756,8.0
1757,5.0
1758,7.0
1759,11.0
1760,12.0
1761,6.0
1762,6.0
1763,4.0
1764,7.0
1765,2.0
1766,7.0
1767,3.0
1768,4.0
1769,2.0
1770,6.0
1771,4.0
1772,3.0
1773,4.0
1774,5.0
1775,4.0
1776,6.0
1777,9.0
1778,108.0
1779,106.0
1780,126.0
1781,135.0
1782,138.0
1783,112.0
1784,163.0
1785,190.0
1786,197.0
1787,222.0
1788,215.0
1789,205.0
1790,243.0
1791,251.0
1792,58.0
1793,65.0
1794,61.0
1795,68.0
1796,69.0
1797,61.0
1798,61.0
1799,55.0
1800,63.0
1801,64.0
1802,50.0
1803,60.0
1804,49.0
1805,45.0
1806,29.0
1807,28.0
1808,19.0
1809,20.0
1810,18.0
1811,16.0
1812,13.0
1813,15.0
1814,11.0
1815,12.0
1816,14.0
1817,15.0
1818,15.0
1819,10.0
1820,10.0
1821,9.0
1822,11.0
1823,10.0
1824,16.0
1825,16.0
1826,19.0
1827,22.0
1828,14.0
1829,30.0
1830,28.0
1831,20.0
1832,29.0
1833,29.0
1834,11.0
1835,10.0
1836,7.0
1837,11.0
1838,9.0
1839,5.0
1840,6.0
1841,10.0
1842,16.0
1843,8.0
1844,8.0
1845,5.0
1846,9.0
1847,5.0
1848,11.0
1849,24.0
1850,12.0
1851,13.0
1852,13.0
1853,17.0
1854,21.0
1855,19.0
1856,13.0
1857,27.0
1858,22.0
1859,16.0
1860,29.0
1861,22.0
1862,26.0
1863,19.0
1864,15.0
1865,20.0
1866,20.0
1867,30.0
1868,34.0
1869,25.0
1870,27.0
1871,16.0
1872,26.0
1873,22.0
1874,24.0
1875,27.0
1876,12.0
1877,17.0
1878,9.0
1879,15.0
1880,16.0
1881,13.0
1882,16.0
1883,17.0
1884,17.0
1885,9.0
1886,17.0
1887,14.0
1888,14.0
1889,25.0
1890,13.0
1891,10.0
1892,11.0
1893,25.0
1894,12.0
1895,14.0
1896,14.0
1897,26.0
1898,13.0
1899,11.0
1900,12.0
1901,15.0
1902,23.0
1903,10.0
1904,11.0
1905,25.0
1906,12.0
1907,14.0
1908,14.0
1909,26.0
1910,13.0
1911,11.0
1912,12.0
1913,15.0
1914,23.0
1915,10.0
1916,27.0
1917,14.0
1918,14.0
1919,14.0
1920,25.0
1921,20.0
1922,14.0
1923,12.0
1924,12.0
1925,21.0
1926,18.0
1927,19.0
1928,19.0
1929,15.0
1930,21.0
1931,8.0
1932,7.0
1933,6.0
1934,7.0
1935,6.0
1936,7.0
1937,6.0
1938,13.0
1939,11.0
1940,5.0
1941,7.0
1942,12.0
1943,7.0
1944,10.0
1945,9.0
1946,56.0
1947,66.0
1948,63.0
1949,55.0
1950,69.0
1951,84.0
1952,55.0
1953,63.0
1954,72.0
1955,59.0
1956,54.0
1957,64.0
1958,66.0
1959,65.0
1960,28.0
1961,37.0
1962,27.0
1963,25.0
1964,31.0
1965,18.0
1966,27.0
1967,18.0
1968,20.0
1969,27.0
1970,28.0
1971,30.0
1972,19.0
1973,18.0
1974,28.0
1975,30.0
1976,19.0
1977,18.0
1978,21.0
1979,9.0
1980,15.0
1981,14.0
1982,16.0
1983,19.0
1984,9.0
1985,13.0
1986,26.0
1987,21.0
1988,7.0
1989,12.0
1990,7.0
1991,10.0
1992,9.0
1993,11.0
1994,17.0
1995,16.0
1996,9.0
1997,14.0
1998,9.0
1999,12.0
2000,12.0
2001,10.0
2002,10.0
2003,9.0
2004,11.0
2005,17.0
2006,16.0
2007,9.0
2008,14.0
2009,9.0
2010,12.0
2011,12.0
2012,10.0
2013,8.0
2014,8.0
2015,6.0
2016,10.0
2017,23.0
2018,15.0
2019,12.0
2020,30.0
2021,20.0
2022,10.0
2023,14.0
2024,24.0
2025,17.0
2026,19.0
2027,20.0
2028,12.0
2029,8.0
2030,39.0
2031,36.0
2032,46.0
2033,28.0
2034,26.0
2035,26.0
2036,31.0
2037,29.0
2038,23.0
2039,23.0
2040,22.0
2041,40.0
2042,32.0
2043,27.0
2044,46.0
2045,28.0
2046,26.0
2047,26.0
2048,31.0
2049,29.0
2050,23.0
2051,23.0
2052,22.0
2053,40.0
2054,32.0
2055,27.0
2056,27.0
2057,28.0
2058,29.0
2059,26.0
2060,25.0
2061,17.0
2062,22.0
2063,29.0
2064,19.0
2065,24.0
2066,32.0
2067,24.0
2068,27.0
2069,19.0
2070,21.0
2071,22.0
2072,21.0
2073,15.0
2074,20.0
2075,28.0
2076,14.0
2077,18.0
2078,16.0
2079,31.0
2080,19.0
2081,13.0
2082,22.0
2083,18.0
2084,17.0
2085,18.0
2086,14.0
2087,18.0
2088,16.0
2089,31.0
2090,19.0
2091,13.0
2092,22.0
2093,18.0
2094,17.0
2095,18.0
2096,32.0
2097,15.0
2098,19.0
2099,17.0
2100,187.0
2101,206.0
2102,189.0
2103,195.0
2104,211.0
2105,188.0
2106,148.0
2107,153.0
2108,177.0
2109,192.0
2110,196.0
2111,203.0
2112,206.0
2113,198.0
2114,100.0
2115,111.0
2116,112.0
2117,106.0
2118,113.0
2119,141.0
2120,145.0
2121,158.0
2122,140.0
2123,140.0
2124,134.0
2125,131.0
2126,146.0
2127,146.0
2128,131.0
2129,146.0
2130,146.0
2131,152.0
2132,141.0
2133,132.0
2134,148.0
2135,109.0
2136,106.0
2137,123.0
2138,127.0
2139,134.0
2140,134.0
